id,date,content,Emotion
217,2022-09-08 17:43:58+00:00,totally agree years service our country rip queen elizabeth,7.0
218,2022-09-08 17:43:41+00:00,absolutely heartbreaking broken heart like personal loss millions rest peace disappointed,1.0
219,2022-09-08 17:43:10+00:00,her majesty the queen has died aged rest peace your majesty broken heartflag for united kingdom,5.0
220,2022-09-08 17:43:08+00:00,rest peace queen elizabeth nice hear that she had her son prince andrew residing with her balmoral she passed the place she loved god speed flag for united kingdom,5.0
221,2022-09-08 17:42:53+00:00,not royalist but still think shame hate folk that celebrate death and mock end the day someone gran and that despised thatcher but celebrating someone death just doesn sit well seems scummy thing,0.0
222,2022-09-08 17:42:35+00:00,our queen god etherial immortal rest peace,5.0
223,2022-09-08 17:40:19+00:00,remarkable woman rest peace,5.0
224,2022-09-08 17:39:57+00:00,goodnight your majestythank you for lifetime service our country flag for united kingdom,3.0
225,2022-09-08 17:39:16+00:00,broken heartbroken heart not entirely sure why but this has brought lot tears sleepy hrh queenelizabeth reign was extraordinary there will never another like her majesty crown love prayers amp condolences her family folded hands light skin tone god bless folded hands light skin tone rip ripqueenelizabeth endofanera baby angel light skin tone,7.0
226,2022-09-08 17:38:58+00:00,rip queen elizabeth gstq crown thoughts are with all those the royal family for this terrible loss,7.0
227,2022-09-08 17:38:08+00:00,blue heartregional indicator pray queenelizabeth rest peace and rise glory prayregional indicator,5.0
228,2022-09-08 17:38:02+00:00,rest peace queenelizabeth,5.0
229,2022-09-08 17:37:42+00:00,god bless you your majesty dearly departed mum was born one week before elizabeth iis reign began quite incredible think,3.0
230,2022-09-08 17:37:30+00:00,rest peace the queen what life what woman and role model many across the world ripqueenelizabeth,5.0
231,2022-09-08 17:37:01+00:00,rip and thoughts are with the family ripqueenelizabeth,7.0
232,2022-09-08 17:37:00+00:00,rip liz hen,7.0
233,2022-09-08 17:35:55+00:00,this the picture that ill like remember her majesty for its the look her face when she realises whose there rolling the floor laughing rip maam flag for united kingdom,7.0
234,2022-09-08 17:35:52+00:00,rest peace her majesty the queen heartflag for united kingdomflag for united kingdomflag for united kingdom,5.0
235,2022-09-08 17:35:46+00:00,rest peace queen,5.0
236,2022-09-08 17:34:43+00:00,rip your majesty smiling face with tearregional indicator,7.0
237,2022-09-08 17:34:31+00:00,rip queen elizabeth your husband awaits sob,7.0
238,2022-09-08 17:34:26+00:00,rest peace your majesty heart,5.0
239,2022-09-08 17:34:25+00:00,your majesty your duty done rest easy flag for united kingdomflag for bulgariabroken heartbroken heartflag for bulgariaflag for united kingdom,5.0
240,2022-09-08 17:34:18+00:00,rip queen liz pleading face,7.0
241,2022-09-08 17:34:06+00:00,rest peace folded hands mediumlight skin tone,5.0
242,2022-09-08 17:34:05+00:00,god bless you your majesty thank you for your service ripqueenelizabeth,3.0
243,2022-09-08 17:33:43+00:00,wow another beyond important date historyqueen rip,7.0
244,2022-09-08 17:33:39+00:00,rest peace thank you for everything you have done over your years the throne broken heart,5.0
245,2022-09-08 17:33:05+00:00,may she rest peace heartsflag for united kingdom,5.0
246,2022-09-08 17:30:56+00:00,awh man rip,7.0
247,2022-09-08 17:30:25+00:00,have seen some things like said not royalist all but wouldn happy anyones death,2.0
248,2022-09-08 17:26:23+00:00,disgusting comment make her majesty the queen great britain has children amp grandchildren amp great grandchildren,3.0
249,2022-09-08 17:23:08+00:00,royalist but people excited the impending death old lady seems weird but,2.0
250,2022-09-08 17:21:00+00:00,read them like book mate nothin matters now lets all mourn her majestynever mind about gettin heat jist now shut and listen what tell,3.0
251,2022-09-08 17:17:24+00:00,and the wirst come over the next few hours you kept your word your majesty god bless flag for united kingdomflag for bulgaria,3.0
252,2022-09-08 17:09:34+00:00,they will also rack tons debtamp leave the labour party england sort out the shit,6.0
253,2022-09-08 16:41:00+00:00,billy from larkhall here first all like wish her majesty all the best,3.0
254,2022-09-08 16:38:02+00:00,yeah exactly hell get sacked hes successful not and lucky last years most get that you want manage the best clubs and players but was set for the long term brighton and think wouldve been shoein for england after southgate,5.0
255,2022-09-08 16:32:32+00:00,and you your position probably have had more experience with death than most people myself not good and have only been one funeral pay respects own way selfish probably but that way coping,3.0
256,2022-09-08 16:28:54+00:00,did misspeakthe people england will settle for nothing less boomed,10.0
257,2022-09-08 16:24:31+00:00,englands dreaminggodsavethequeen,10.0
258,2022-09-08 16:20:38+00:00,change the record the old poor chip the shoulder act boring now sleeping actually think when the queen does should abolishthemonarchy but wtf effect did she have your people exactly,0.0
259,2022-09-08 15:11:46+00:00,their line now will england deserves scotlands oil,10.0
260,2022-09-08 15:08:10+00:00,her lady waiting showing her this her death bed prepared get mentioned her dying breath honours list you more than deserve well done you thumbsuprolling the floor laughing,1.0
261,2022-09-08 14:36:00+00:00,matter your opinion the royal family the current situation with the queen unprecedented and very concerninghere hoping she will pull through crossed fingers,4.0
262,2022-09-08 13:44:47+00:00,nicola sturgeon ian blackford and ross greer immediately travel barmoral upon news her and death and stand room where the queen laying plotting their udi like scene the death stalin,6.0
263,2022-09-08 13:36:06+00:00,prayers and hope going our majesty queen elizabeth iigod save our queen,3.0
264,2022-09-08 13:28:52+00:00,glasgow greenock unexplained death being probed police newspaper,0.0
265,2022-09-08 12:59:45+00:00,thinking her majesty the queen amidst the deeply worrying reports coming from buckingham palace god save the queen flag for united kingdomflag for bulgaria,3.0
266,2022-09-08 12:54:42+00:00,get well soon her majesty the queen,3.0
267,2022-09-08 12:54:06+00:00,the only person want announce the queens death,0.0
268,2022-09-08 12:38:57+00:00,what time alive first rangers now her majesty,3.0
269,2022-09-08 12:28:22+00:00,and knowing phil setting dianas death too,0.0
270,2022-09-08 12:24:36+00:00,definitely say now the time more than ever abolish the monarchy before its too late for all dark times ahead but that would huge step forward abolishthemonarchy nonewworldorder nogreatreset stopthewef,5.0
271,2022-09-08 12:24:32+00:00,god save the queen resident deeply concerned the news from buckingham palace this lunchtimemy thoughts amp the thoughts people most especially researchers across united kingdom are with her majesty the queen and her family this time,5.0
272,2022-09-08 12:22:02+00:00,our thoughts your majesty crownregional indicator,3.0
273,2022-09-08 12:06:51+00:00,england can build many nuclear power stations pleases hands off scotland,5.0
274,2022-09-08 12:03:56+00:00,suspect liz truss will praying for long slow death hmq distract from unprecedented levels incompetence her cabinet,6.0
275,2022-09-08 12:01:23+00:00,hosting both tweedledum and tweedledumber quick succession balmoral this week exposed the queen dangerous dose fuckwittery which has had serious adverse effect her majesty health tabloids assure worried nation that this all that bitch meghan fault,6.0
276,2022-09-08 11:55:48+00:00,thoughts and prayers are with her majesty and the whole family,3.0
277,2022-09-08 11:53:59+00:00,our thoughts with her majesty for all you and care for are all with you,3.0
278,2022-09-08 11:34:15+00:00,england now lost cause time left them,6.0
279,2022-09-08 11:33:22+00:00,rip the queen least she got see rangers concede days thumbsup,7.0
280,2022-09-08 11:26:52+00:00,aint capitalism wonderfulheads they wintails everyone else losesa truly breath taking con amp englands tory voting electorate will applaud with glee unless the stop once amp for all imho,3.0
281,2022-09-08 11:13:31+00:00,and still england slumbers,10.0
282,2022-09-08 10:48:12+00:00,ppl england bring them down opposition woefully inadequate sad but this fascist tory govt wont just,6.0
283,2022-09-08 10:39:25+00:00,yes tories love confusion amp chaos its very profitable for them amp their kind criminalcreating poverty should crime punishable death soon put end tories,1.0
284,2022-09-08 10:28:53+00:00,glasgow death prisoner glasgows barlinnie investigated newspaper,0.0
285,2022-09-08 09:50:44+00:00,the unionists who used have control scottish education tried very hard suppress all knowledge scotlands history and only approved distorted version scottish culture but they made fatal error they taught scots how read not mistake that englandd make,6.0
286,2022-09-08 08:55:21+00:00,million people nhs waiting lists england after years tory misrulewhat this insane fascination the english have with the conservative partymental,0.0
287,2022-09-08 08:40:53+00:00,and england queues vote for these robber barons,6.0
288,2022-09-08 07:59:35+00:00,bbc lying for england and against scotland,1.0
289,2022-09-08 07:48:20+00:00,neither can england keep stealing scottish oil and gas which they say running out every time independent mentioned and only yesterday dizzy lizzy wants again open further oil fields our seas,6.0
290,2022-09-08 07:26:54+00:00,england fractured thanks tories this not gonna end well,10.0
291,2022-09-08 05:13:12+00:00,far can see attack scotland and the people say were all useless user need england and pick huge amounts cash staying london they let him take his collar off when sitting the front benches parliament like you with dog sitting sofa scotland,0.0
0,2022-09-09 19:17:55+00:00,are you really defending some the bile that been all over social mediasome the memes mocking year old grandmother deathyour tweet reads that you are defending these amp for that reason have zero respect for your opinion though agree you are entitled,5.0
1,2022-09-09 17:42:36+00:00,just posted photo york england,10.0
2,2022-09-09 16:35:25+00:00,fridayquiz time just lift the spirits touch going ahead with the fridayquiz usual all can enter kingcharles what this fastestfingersfirst for the glory cos there nowt else wink see you over the weekend open usual bishyroad,5.0
3,2022-09-09 16:17:23+00:00,thank you for your years service queen elizabeth having your favourite tipple gin and dubonnet rip your majesty black heart,7.0
4,2022-09-09 15:50:34+00:00,second england rugby statement made following the passing her majesty queen elizabeth restinpeace,3.0
5,2022-09-09 14:36:42+00:00,almost you are capitalising death boost your own career read the room,2.0
6,2022-09-09 13:51:25+00:00,good night your majesty regional indicator queenelizabeth queenelizabethii royalfamily justsmiledesigns,3.0
7,2022-09-09 12:48:24+00:00,god bless our queen may she rest peacegod save the king york england,5.0
8,2022-09-09 12:19:39+00:00,todays wedding york with the added gun for the late queen elizabeth rip godsavethequeen weddingcar wedding gunsalute york the hospitium,7.0
9,2022-09-09 11:09:58+00:00,like thank her majesty queen elizabeth for her lifetime service and send our deepest condolences her family this very sad time,3.0
10,2022-09-09 10:21:19+00:00,for our whole life her majesty queen elizabeth has always been there will remeber her beautiful young lady the much beloved grandmother the nation our deepest condolences the and the people the united kingdom,5.0
11,2022-09-09 09:03:47+00:00,special morning sharing our sadness with the for the queen deathqueenelizabeth,3.0
12,2022-09-09 08:57:33+00:00,morning you got meet her something you will hold onto forever ive done nothing but cry britian and world have lost the greatest monarch may she rest peace cant believe she has gone xxx heartheartdisappointed relieveddisappointed relieveddisappointed relievedpraypray,5.0
13,2022-09-09 07:12:59+00:00,the theme service leads directly her late majesty deep faith was evangelistic faith and she increasingly spoke her personal commitment jesus christ and the way which this sustained and strengthened her stephen archbishop york,3.0
14,2022-09-09 06:54:52+00:00,strangely enough shortly after hearing the queens death stopped services while long car journey and put the new now album play the first song was george ezra green green grass coincidence thinking face,2.0
15,2022-09-09 04:41:49+00:00,when think the passing her majesty queen elizabeth think race well run,3.0
16,2022-09-08 22:49:36+00:00,just posted photo york england,10.0
17,2022-09-08 21:33:01+00:00,deeply saddened the loss our queen after lifetime duty may she rest peace with her beloved husband,5.0
18,2022-09-08 21:25:36+00:00,was partyingrip mam folded hands light skin tone,10.0
19,2022-09-08 20:58:46+00:00,one the best stories ever heard about the queen give listen brilliant rip,7.0
20,2022-09-08 20:46:51+00:00,behalf all ycbc are saddened hear the news the passing our queen queen elizabeth offer our sincere condolences the royal family this time great sadness,3.0
21,2022-09-08 20:37:22+00:00,never met youbut felt knew youthe heavens weepand your subjects mournfor years numbering three score and tenyou were devoted your sacred tasknow you can lie your strength and staymay you rest peacesadly all too far away,5.0
22,2022-09-08 20:28:07+00:00,rip your majesty your work done,7.0
23,2022-09-08 20:27:15+00:00,without doubt the united kingdom most devoted public servant the majority people she all knew may she rest peace queenelizabeth,3.0
24,2022-09-08 20:15:09+00:00,the first hours after his mothers death charles will officially proclaimed king this happens jamess palace london front ceremonial body known the accession councilqueenelizabeth princecharles,0.0
25,2022-09-08 20:11:18+00:00,rest peace our queenelizabeth you will always our hearts and never forgotten you did your duty the end and thank you our thoughts are with the broken heart,0.0
26,2022-09-08 19:53:40+00:00,deepest condolences the royal family the united kingdom and the world rest peace queen queenelizabeth,5.0
27,2022-09-08 19:49:54+00:00,mark respect there huge possibility this weekends games will called offclubs are expected receive announcement tomorrow morning following the passing her majesty the queen this afternoon,2.0
28,2022-09-08 19:47:25+00:00,are truly saddened the passing her majesty queen elizabeth amp join the whole nation amp people across the world offering the royal family our deepest condolences heart,3.0
29,2022-09-08 19:45:40+00:00,god bless you thank you from all you were truly inspirational monarch stoic incredible woman who served your country the very end rest peace ripqueenelizabeth,5.0
30,2022-09-08 19:42:58+00:00,proud have served you both the raf regiment and the police rip long live the king,7.0
31,2022-09-08 19:38:47+00:00,republican but genuinely sad for the passing the queen served her country shook hands with those who killed mountbatten her uncle that takes guts rip,7.0
32,2022-09-08 19:37:39+00:00,father was grenadier guardsman this probably first memory the queen and shes been boss for the greater part life rest peace maam,5.0
33,2022-09-08 19:35:07+00:00,rip queen lizzie sure have bev for tonight,7.0
34,2022-09-08 19:33:25+00:00,youngest son said maybe thats why its been stormy day its like the country crying for the loss the queen broken heart rip queenelizabeth may you enjoy marmalade sandwiches with princephilip once more orange heart,7.0
35,2022-09-08 19:25:05+00:00,sending love the entire cast tonight performing night like tonight must incredibly hard love you all much and know you will our majesty proud hearts,5.0
36,2022-09-08 19:20:38+00:00,rest peace your majesty and thank you for your service our countryregional indicator queenelizabeth elizabeththequeen thankyou windmill rise,5.0
37,2022-09-08 19:16:54+00:00,god bless the queen god save the king the board opposite downing street royal property not remove peoples notices without showing the royal family what people are protesting about you have rights there gov should know iwasarrested,5.0
38,2022-09-08 19:13:18+00:00,cant imagine well witness monarchy like queen elizabeth again ripbbc news queen elizabeth has died,3.0
39,2022-09-08 19:11:44+00:00,rip liz regional indicator off the neon highway the skyripqueenelizabeth dalle aiart synthwave saesthetic queenelizabeth,7.0
40,2022-09-08 19:08:56+00:00,inspiration all generations the words old niece legend england and the world ripqueen queenelizabethii broken heart,1.0
41,2022-09-08 19:08:10+00:00,not the biggest fan the royal family but sad that have lost our queen heart goes out her family rip elizabeth bouquetregional indicator,7.0
42,2022-09-08 19:03:14+00:00,thank you for your incredible service your majesty crownregional indicator,3.0
43,2022-09-08 18:55:46+00:00,rest peace your majesty thank you for your years service queenelizabethii myqueen,5.0
44,2022-09-08 18:55:16+00:00,thank you your majesty for your service,3.0
45,2022-09-08 18:51:52+00:00,sad hear about the passing her majesty queen elizabeth broken heart thoughts are with her loved ones and this truly the end era for many may her family find comfort knowing that she reunited with prince phillip the love her life heart queenelizabeth ripqueen,5.0
46,2022-09-08 18:48:29+00:00,who the royal casket maker for england,0.0
47,2022-09-08 18:47:58+00:00,queen elizabeth rest peace you will greatly missed all loved you xxx broken heartbroken heartbroken heartpraypraydisappointed relieveddisappointed relieveddisappointed relieveddisappointed relieveddisappointed relieved,5.0
48,2022-09-08 18:47:53+00:00,seeing some the sick nasty arm chair viewing anarchist type comments twitter this evening since the announcement queen elizabeths death just beyond words dont give rats arse anyone who disagrees with queenelizabeth,6.0
49,2022-09-08 18:47:03+00:00,rip queen pray sending our love and thoughts the family from everyone second chance ostomy purple heart,7.0
50,2022-09-08 18:45:03+00:00,rip your majesty queen elizabeth ndwas honour meet and spend the day with you consecutive occasions the victoria and george cross association reunions caredfor harwood henry flintoff esqwho sadly passed away aged diamondjubileepageantwasa honour,7.0
51,2022-09-08 18:44:17+00:00,are deeply saddened learn the death her majesty the queen may you rest peace your majesty flag for united kingdom,5.0
52,2022-09-08 18:43:45+00:00,rip queen pray,7.0
53,2022-09-08 18:43:42+00:00,rest peace smiling face with tear,5.0
54,2022-09-08 18:42:24+00:00,broken heart sad crown rip your majesty queenelizabeth,7.0
55,2022-09-08 18:41:08+00:00,are deeply saddened hear the death her majesty queen elizabeth cry,6.0
56,2022-09-08 18:39:28+00:00,hope amp liztruss team are the phone draw tony blair amp for help with princess diana death only they have led the national response anything comparable yearsthequeen queenelizabeth,3.0
57,2022-09-08 18:39:08+00:00,her majesty has been constant role model service and dignity may she rest piece black heart,5.0
58,2022-09-08 18:37:30+00:00,thank you for your dedication and service your majesty rest peace,5.0
59,2022-09-08 18:36:11+00:00,whats odds markel has already been blower oprah saying she has exclusive interview was there when the queen england died,6.0
60,2022-09-08 18:35:08+00:00,iconic timeless dignifiedour thoughts and condolences are with his majesty the king and the royal family may her majesty rest peace,5.0
61,2022-09-08 18:35:02+00:00,rip ubique punchregional indicator boom,7.0
62,2022-09-08 18:35:01+00:00,god bless and rest peace your majesty crown,5.0
63,2022-09-08 18:34:54+00:00,rip your majesty cry,7.0
64,2022-09-08 18:34:04+00:00,rip your majesty cryregional indicator flag for united kingdom,7.0
65,2022-09-08 18:32:55+00:00,you lied her majesty you then partied the night before she sat alone her husband funeral probably best pipe down these words not undo the contempt you showed her the last years,6.0
66,2022-09-08 18:31:45+00:00,this how like remember the queen and prince philip and now they together again rest peace folded hands light skin tone,5.0
67,2022-09-08 18:30:49+00:00,was honour represent rip,7.0
68,2022-09-08 18:26:19+00:00,rest peaceyour majesty flag for united kingdom,5.0
69,2022-09-08 18:23:47+00:00,was honour serve you amrip your majesty disappointed,3.0
70,2022-09-08 18:23:41+00:00,extend our deepest sympathies and condolences the royal family following the death her majesty queen elizabeth,5.0
71,2022-09-08 18:22:52+00:00,people really like amp would class mates are here taking the piss out the death year old woman and both shocked and saddened were you not brought with the motto you can say anything nice then don say anything all,0.0
72,2022-09-08 18:20:57+00:00,feeling kind strangely weird never expected feel this way about someone didn know passing one the few constants life rip your majesty,7.0
73,2022-09-08 18:19:41+00:00,goodbye queen you served well princess light skin tone rip hermajestythequeen godsavethequeen,7.0
74,2022-09-08 18:17:27+00:00,rip our majesty the queen broken heartregional indicator,7.0
75,2022-09-08 18:16:55+00:00,ysj active are deeply saddened learn the passing her majesty queen elizabeth iiour thoughts and condolences are with the royal family and everyone mourning her loss this time rest peace your majesty,5.0
76,2022-09-08 18:15:05+00:00,rest peace your majesty true inspiration the world,5.0
77,2022-09-08 18:13:41+00:00,queen elizabeth iithankyou for your service your loyalty your discretion your dedication your sense duty thankyou for everythingyour duty done now rest peace broken heart,5.0
78,2022-09-08 18:13:13+00:00,rest peace and than you for your service broken heart,5.0
79,2022-09-08 18:12:48+00:00,are incredibly sadthank you rip your majesty,7.0
80,2022-09-08 18:11:38+00:00,knew her have great sense humour rip queen elizabeth,7.0
81,2022-09-08 18:11:05+00:00,absolutely bloody love this picture rip heart,7.0
82,2022-09-08 18:10:08+00:00,such very sad day rip heart,7.0
83,2022-09-08 18:08:39+00:00,rest peace,5.0
84,2022-09-08 18:08:26+00:00,our thoughts and prayers are with the royal family the death her majesty the queen give thanks for her dedicated service our country and the commonweath,0.0
85,2022-09-08 18:06:46+00:00,our deep condolences and sadness learn the passing queen elizabeth llwe send our thoughts the royal family this difficult time,0.0
86,2022-09-08 18:04:41+00:00,rest peace mam folded hands light skin tone hermajesty,5.0
87,2022-09-08 18:04:29+00:00,rip boss pleasure have served you you have served heartheartheart,7.0
88,2022-09-08 18:04:05+00:00,such sad news rip queen elizabeth crown flag for united kingdom,7.0
89,2022-09-08 18:03:58+00:00,gutted rip punchregional indicator,7.0
90,2022-09-08 18:03:56+00:00,there are words describe just how significant this loss truly remarkable woman who have admired since was little girl absolutely lost for words rip your majesty long live the king flag for united kingdom,7.0
91,2022-09-08 18:03:50+00:00,rest peace your majesty cry,5.0
92,2022-09-08 18:03:27+00:00,rip your majesty,7.0
93,2022-09-08 18:01:36+00:00,behalf the chamber membership here yorkshire and the wider chamber network would like extend our heartfelt condolences the royal family their profound loss,5.0
94,2022-09-08 18:01:35+00:00,the west amp north yorkshire chamber commerce greatly saddened learn the death her majesty the queen the queen was great supporter business throughout her reign,3.0
95,2022-09-08 18:00:45+00:00,sleepy very special lady and strong monarch may you rest peace pray gstq,5.0
96,2022-09-08 18:00:23+00:00,join the nation mourning the sad loss her majesty queen elizabeth iiour thoughts and sincere condolences are with the royal family and all those mourning,3.0
97,2022-09-08 17:58:41+00:00,rip her majesty,7.0
98,2022-09-08 17:58:35+00:00,deeply saddened learn the death her majesty queen elizabeth there will other monarch like her she has dedicated her life our nation and commonwealth thoughts are with her family they deserve afforded dignity and privacy this timehmq,3.0
99,2022-09-08 17:58:28+00:00,sad day for the country flag for united kingdomrip lizzie you served well folded hands mediumlight skin tone,3.0
100,2022-09-08 17:58:20+00:00,rip her majesty you will hugely missed broken heart,7.0
101,2022-09-08 17:57:16+00:00,reign ends rest peace mam folded hands light skin tone,5.0
102,2022-09-08 17:56:53+00:00,rip queen liz flag for united kingdom,7.0
103,2022-09-08 17:56:41+00:00,rest peace thank you for your service,5.0
104,2022-09-08 17:56:31+00:00,great fan but fair old age she showed great flexibility changing her protocol persona fit with more modern age demonstrated the olympic bond video and recent paddington sketch etc showed great dignity throughout unlike our politicians rip,7.0
105,2022-09-08 17:56:25+00:00,rip queenelizabeth bless her soul the monarchy won the same white heart,7.0
106,2022-09-08 17:56:23+00:00,rest peace you were truly inspirational monarch and woman ripqueenelizabeth broken heart,5.0
107,2022-09-08 17:55:27+00:00,rip queen elizabeth iithank you for your dedication and service,7.0
108,2022-09-08 17:54:07+00:00,god save the queen rip what women,7.0
109,2022-09-08 17:53:51+00:00,send condolences the royal family for the loss queen elizabeth may god bless you all and the also people who share the loss heartsflag for united kingdom,3.0
110,2022-09-08 17:53:50+00:00,our queen elizabeth has died found this out not long ago and most upsetting you would agree words cannot describe how much she meant and our country rip your majesty may you reign the heavens for further years flag for united kingdomflag for bulgariaflag for united kingdomflag for bulgariacrownflag for bulgariaflag for united kingdomflag for bulgariaflag for united kingdomflag for bulgaria,7.0
111,2022-09-08 17:52:31+00:00,behalf the severfield team would like express our sorrow and deepest condolences our royal family following the announcement the death her majesty the queen elizabeth,0.0
112,2022-09-08 17:51:38+00:00,rest peace good queen elizabeth will miss you your dedication and duty our country and the commonwealth,5.0
113,2022-09-08 17:50:18+00:00,surly should running special about the queens death what happen what expect home school and why people will sad the young need know much adults,2.0
114,2022-09-08 17:49:24+00:00,rip our queen pleading face,7.0
115,2022-09-08 17:48:48+00:00,rip lizzy served with dignity and grace for all years her reign which more than can said for rest that mob,7.0
116,2022-09-08 17:47:49+00:00,very saddened the loss her majesty queen elizabeth one thing have had her ways wont realise until now cant speak for everyone but personally saddened and wish her family all sympathy queenelizabeth,5.0
117,2022-09-08 17:44:46+00:00,rip elizabeth flag for united kingdomdisappointedgod save all cry,7.0
118,2022-09-08 17:44:31+00:00,very sad news rest peace your majesty,5.0
119,2022-09-08 17:44:16+00:00,didn realise she had actually died rip queen elizabeth how terribly sad matter what anyones beliefs are about the monarchy she loved this country more than anything,7.0
120,2022-09-08 17:43:55+00:00,thoughts are with the royal family this sad time rip,7.0
121,2022-09-08 17:43:35+00:00,may you rest peace pray,5.0
122,2022-09-08 17:42:56+00:00,rip queen elizabeth you will forever our hearts you will missed heart goes out the deepest condolences,7.0
123,2022-09-08 17:42:04+00:00,rip queen elizabeth queenelizabeth,7.0
124,2022-09-08 17:41:58+00:00,rest peace queen elizabeth life lived impeccablygod save the king flag for united kingdom,5.0
125,2022-09-08 17:40:30+00:00,the end the day she was someones mother grandmother and great grandmother rip liz,7.0
126,2022-09-08 17:40:16+00:00,sad may she rest peace,5.0
127,2022-09-08 17:38:33+00:00,rip your majesty pray,7.0
128,2022-09-08 17:38:31+00:00,silence the train car one person plays the radio breaking news her majesty passing queenelizabeth,5.0
129,2022-09-08 17:38:06+00:00,rip mam end era folded hands light skin tone,7.0
130,2022-09-08 17:37:52+00:00,rip the longest reign any monarch broken heart,7.0
131,2022-09-08 17:36:48+00:00,rest peace folded hands mediumdark skin tone,5.0
132,2022-09-08 17:36:39+00:00,may her majesty rest peace,5.0
133,2022-09-08 17:36:27+00:00,sad day rip the queen,7.0
134,2022-09-08 17:35:49+00:00,rip our queen,7.0
135,2022-09-08 17:34:45+00:00,crikey thought shed outlive all some innings and saw all rip,7.0
136,2022-09-08 17:34:39+00:00,rest peace lovely lady,5.0
137,2022-09-08 17:34:25+00:00,god bless you your majesty what wonderful remarkable leader rest peace,5.0
138,2022-09-08 17:34:11+00:00,rip your majesty godsavetheking,7.0
139,2022-09-08 17:34:10+00:00,thoughts with the royal family tonight huge loss what great monarch,0.0
140,2022-09-08 17:33:29+00:00,rest peace your majesty,5.0
141,2022-09-08 17:29:01+00:00,here comes england becoming the most unbearable country live,6.0
142,2022-09-08 17:24:01+00:00,get pissed the rampc lager you can even get the and carry moaning about energy bills while looking bemused americans sobbing about year old woman popping her clogsalso not england pavilion,10.0
143,2022-09-08 17:14:33+00:00,least you get unicorns and dragons scotland and wales respectively never seen lion roaming the hills england,0.0
144,2022-09-08 16:43:58+00:00,you wishing painful death old woman utterly repulsive,0.0
145,2022-09-08 16:08:24+00:00,positive note the statue churchill perfect cant think more appropriate but statuary england,5.0
146,2022-09-08 14:58:57+00:00,fuck you chelseai wanted him england manager,10.0
147,2022-09-08 14:47:16+00:00,praying that she may have good death,4.0
148,2022-09-08 13:42:46+00:00,rip liz,7.0
149,2022-09-08 13:24:01+00:00,know the whole country and world will sending their love and thoughts her majesty today for speedy recovery her whole life has been dedicated service seen her work this week appoint new prime minister,5.0
150,2022-09-08 13:18:46+00:00,praying for dignified and peaceful end for her majesty praying the transition will line with her service the nation,3.0
151,2022-09-08 13:07:59+00:00,tells absolutely nothing with his reports one likes him the royal family gets nods from themhe gets all his info off other news sources plus always hours late,6.0
152,2022-09-08 12:55:45+00:00,can get someone who the whole nation loves get meeting with her majesty don want the last official duty will you form next government,3.0
153,2022-09-08 12:22:37+00:00,one couple bargain hunt had just picked particularly appealing mahogany spirit level with discount off the ticket price interrupted before the auction absolutely awful cliffhanger sucker for vintage tool reference her majesty,5.0
154,2022-09-08 12:21:44+00:00,sure the whole flag for united kingdom amp commonwealth will holding the queen amp royal family their thoughts amp prayers thequeen queenelizabethii,3.0
155,2022-09-08 12:11:21+00:00,seems like good time any man shrugging abolishthemonarchy,2.0
156,2022-09-08 09:27:36+00:00,deliver what exactly poor health poverty failing schools inadequate transport the north england,6.0
157,2022-09-08 08:33:35+00:00,rip gary innocentlovely days when came town,7.0
158,2022-09-08 03:50:33+00:00,that death standing the door,0.0
0,2022-09-09 21:52:35+00:00,wales rest peace mavis nicholson outstanding journalist impeccable interviewer amp one the finest broadcasters weve ever had parky wogan and aspel took the fame but mavis got the story her interviews with bowie everett ken williams taylor are superb diolch mave wales,5.0
1,2022-09-09 18:26:20+00:00,king charles iii addressed the nation following queen elizabeth death,0.0
2,2022-09-09 17:51:49+00:00,premierleague has made mistake canceling the footy this weekend the queen wouldn want everybody sitting indoors doin nothing princess rip,7.0
3,2022-09-09 15:53:38+00:00,the other liz has found selfie opportunity you expect what her majesty would have wanted,5.0
4,2022-09-09 15:33:34+00:00,england wales,10.0
5,2022-09-09 13:47:25+00:00,thats all have virgin constant repeats the new stuff thats coming thru rip offjust highlights old investigations put together with the boys narrating them all the new investigations are only discovery and cant pay any more see them angry,7.0
6,2022-09-09 10:48:57+00:00,plenty influences music along the waybut bowies death genuinely saddened sure not alonebowie meant something life very very rich and privileged old woman didnt,5.0
7,2022-09-09 09:22:32+00:00,not royalist far from the queen was about the only one with integrity and may she rest peace heart sympathy her family for her loss ive been theretime for reset heir and spare get rid the hangers what turned for clear andy,5.0
8,2022-09-09 07:29:14+00:00,this the tweet that spoke last night what wasis undeniably historic moment crown not the endless corporate account tweets which feel disingenuous amp inauthenticdeath grief amp loss are universal experiences impermanence all around all the time with,6.0
9,2022-09-09 06:52:05+00:00,are deeply saddened hear the passing our patron her majesty the queen she has served the nation with such grace for the last years and thank you for everything our thoughts and prayers are with the royal family this time,3.0
10,2022-09-09 00:29:24+00:00,you have respect for the royal family you are disgrace what god awful post,0.0
11,2022-09-08 23:42:57+00:00,you are disgusting creature turning the queens death into promo video for yourself you are disgrace shame you,6.0
12,2022-09-08 22:51:28+00:00,really excited about the future our country now have environmental activist our head state king charles iii let hope don see our environment destroyed this god awful fracking queenelizabeth restinpeace kingcharles godsavetheking,5.0
